idcar_200m,idcar_1km,idcar_nat,i_est_200,i_est_1km,lcog_geo,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc
WSG84;48.942505901427474;2.3777070415813135,CRS3035RES1000mN2898000E3763000,CRS3035RES200mN2898800E3763600,0,0,93066,747,260,72,83,49,40,45,12498407.4,19116,216,44,21,27,198,14,0,208,28,24,61.5,94.5,49,116,138,100,87,33,16
WSG84;48.94269178883506;2.3804245186313957,CRS3035RES1000mN2898000E3763000,CRS3035RES200mN2898800E3763800,0,0,9306693072,1069.5,374,125,103,65,17,88,16323865.2,23825,351,23,13,155,194,12,0,345,78,48,97.5,130,76,203,210,109,93,22,3
WSG84;48.94287761021786;2.383142014298521,CRS3035RES1000mN2898000E3764000,CRS3035RES2000mN2898000E3764000,0,0,9307293066,424,130,42,32,30,2,27,6798944.2,8419,126,4,1,126,0,3,0,126,31,20.5,39.5,57,22,88,75,46,36,8,1
WSG84;48.94306336557514;2.3858595285763435,CRS3035RES1000mN2898000E3764000,CRS3035RES2000mN2898000E3764000,0,0,9306693072,222.5,62,15,8,18,3,15,3784922.2,4257,59,3,1,57,0,4,0,55,14.5,6,23,40,18,37,43,17,18,6,0
WSG84;48.94168433011105;2.339386381325471,CRS3035RES1000mN2899000E3760000,CRS3035RES1000mN2899000E3760000,1,0,9306693031,6,2.8,0.4,1,0.2,0.4,0.2,163020.1,173.4,1.6,1.2,0.4,0.2,1.2,0.8,0.2,0,0.2,0,0,0.4,1,0.6,0.8,1.8,1.2,0,0
WSG84;48.94187114956757;2.342103693834259,CRS3035RES1000mN2899000E3761000,CRS3035RES1000mN2899000E3761000,1,0,93066,2,0.7,0.1,0.1,0.2,0.4,0.1,40680.9,50,0.3,0.4,0.2,0.4,0,0.1,0,0,0.2,0,0.1,0.2,0.1,0.5,0.3,0.3,0.3,0,0
WSG84;48.94224459042818;2.347538374970805,CRS3035RES1000mN2899000E3761000,CRS3035RES1000mN2899000E3761000,0,0,93066,462,167,42,52,27,127,15,8501204.6,12721,167,0,0,0,167,0,0,0,15,16,27.5,61.5,37,86,99,51,48,21,0
WSG84;48.9424312118308;2.3502557435858833,CRS3035RES1000mN2899000E3761000,CRS3035RES1000mN2899000E3761000,0,0,93066,1761,619,177,168,95,174,112,30347855.8,42981,619,0,0,0,524,95,0,367,126,67,150.5,172.5,128,329,318,205,204,51,10
WSG84;48.94261776721397;2.352973130890375,CRS3035RES1000mN2899000E3761000,CRS3035RES1000mN2899000E3761000,0,0,93066,798.5,248,60,57,47,38,46,14521062.7,16988,201,47,47,0,201,0,0,201,53.5,27,80,86.5,65.5,166,159,89,55,10,7
WSG84;48.94280425657698;2.3556905368779346,CRS3035RES1000mN2899000E3762000,CRS3035RES1000mN2899000E3762000,0,0,93066,640.5,257,66,97,31,7,39,11599432.1,13900,257,0,16,58,56,127,0,57,56,23,52.5,64,49.5,186.5,120,46,34,8,1
WSG84;48.942990679919106;2.35840796154223,CRS3035RES1000mN2899000E3762000,CRS3035RES1000mN2899000E3762000,0,0,93066,437,186,50,73,25,0,42,7359793.6,11258,186,0,0,183,3,0,0,183,19,10,31.5,43.5,34,56,91,65,64,23,0
WSG84;48.94336332853769;2.3638428668756317,CRS3035RES1000mN2899000E3762000,CRS3035RES1000mN2899000E3762000,0,0,93066,55,25,8,10,3,13,2,1176895.2,2264,6,19,0,12,7,6,0,4,0,0,1,4,6,12,9,9,11,3,0
WSG84;48.94354955381274;2.3665603475320527,CRS3035RES1000mN2899000E3762000,CRS3035RES1000mN2899000E3762000,0,0,93066,293.5,96,19,28,22,73,5,6453397.2,6960,13,83,65,11,7,13,0,0,14,12,11,27.5,25,63,47,39,37,18,0
WSG84;48.943735713063965;2.3692778468398266,CRS3035RES1000mN2899000E3763000,CRS3035RES1000mN2899000E3763000,0,0,93066,860,286,106,83,55,20,66,13459839.9,18112,241,45,22,4,185,75,0,252,53,26,72,99,55,169,161,85,97,27,16
WSG84;48.94392180629063;2.371995364792615,CRS3035RES1000mN2899000E3763000,CRS3035RES1000mN2899000E3763000,0,0,93066,673,261,69,88,34,148,41,11986212.3,16451,246,15,10,179,2,70,0,29,39,21,51.5,65.5,58,143,115,82,60,38,0
WSG84;48.94410783349202;2.3747129013840707,CRS3035RES1000mN2899000E3763000,CRS3035RES1000mN2899000E3763000,0,0,9306693072,260.5,98,20,42,21,56,6,5025319.2,6979,29,69,66,7,12,13,0,0,14,4,10.5,20,34,55,62,21,29,11,0
WSG84;48.94429379466741;2.3774304566078457,CRS3035RES1000mN2899000E3763000,CRS3035RES1000mN2899000E3763000,0,0,9307293066,316.5,97,19,19,19,85,8,6097634.7,8735,0,97,4,2,90,1,0,0,11,6,20,29.5,31,63,51,45,49,10,1
WSG84;48.94365893970021;2.3418258253528603,CRS3035RES1000mN2899000E3761000,CRS3035RES1000mN2899000E3761000,0,0,93066,43,11,3,0,3,0,0,747411.7,688,11,0,0,11,0,0,0,0,10,1,3,1,3,17,6,2,0,0,0
WSG84;48.944032396111346;2.347260700041177,CRS3035RES1000mN2899000E3761000,CRS3035RES1000mN2899000E3761000,0,0,93066,1892.5,665,223,192,113,0,155,28980141.6,43283,665,0,0,323,342,0,0,665,107,51,156,241.5,128,326,339,235,221,69,19
